Sở Giao thông Vận tải kiến nghị cấm ôtô khách giường nằm vào nội đô 24/24h.,The Department of Transport proposes to ban passenger cars from sleeping in the inner city 24/24h.,'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
"Độc giả Duc Dang cho rằng cấm xe giường nằm vào nội đô gây bất tiện, lãng phí cho hành khách.",Reader Duc Dang said that banning sleeper cars in the inner city causes inconvenience and waste for passengers.,'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
Người đọc Lamquangvinh172 đề nghị cấm xe giường nằm từ 6-22h.,Reader Lamquangvinh172 proposed banning sleeper cars from 6 to 22 o'clock.,'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
"Cấm xe giường nằm không giải quyết được kẹt xe, theo độc giả Thi hành Luật.","Banning sleeper vans won't solve traffic jams, according to Law Enforcement readers.",'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
Độc giả Nguyen Tuan cho rằng nếu cấm thì phải có phương án di chuyển thay thế cho khách hàng và nhà xe.,"Reader Nguyen Tuan said that if banned, there must be an alternative transportation plan for customers and garages.",'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
TP HCM có 58 doanh nghiệp vận tải hành khách tuyến cố định với gần 1.600 xe.,"Ho Chi Minh City has 58 fixed-route passenger transport enterprises with nearly 1,600 vehicles.",'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
"Hơn 1.350 đơn vị vận tải hành khách theo hợp đồng và du lịch, với gần 91.000 xe.","More than 1,350 contract and tour passenger transport units, with nearly 91,000 vehicles.",'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
Ngành giao thông thành phố ghi nhận 60 địa điểm xe thường xuyên đón trả khách sai quy định.,The city's transport sector recorded 60 places where cars often pick up and drop off passengers in violation of regulations.,'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
TP HCM đã giảm 16 điểm đón trả khách sai quy định so với cuối năm ngoái.,Ho Chi Minh City has reduced 16 points of illegal pick-up and drop-off compared to the end of last year.,'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
Bài viết không nhất thiết trùng với quan điểm VnExpress.net.,The article does not necessarily coincide with the opinion of VnExpress.net.,'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
Sở Giao thông Vận tải thành phố kiến nghị cấm ôtô khách giường nằm vào nội đô 24/24h.,The city's Department of Transport has proposed banning sleeper cars from entering the inner city 24 hours a day.,'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
"Cấm xe giường nằm vào nội đô gây bất tiện, lãng phí cho hành khách.",Banning sleeper cars in the inner city causes inconvenience and waste for passengers.,'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
"Xe giường nằm có năng lực vận tải tương đối lớn như xe buýt, giảm thiểu xe ôtô, xe máy cá nhân.","Sleeper cars have relatively large transport capacity such as buses, minimizing cars and personal motorbikes.",'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
Bến An Sương có đủ chỗ để xe vào bến đậu hay không?,Is there enough parking space at An Suong wharf?,'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
Doanh nghiệp của tôi có 12 đầu xe.,My business has 12 vehicles.,'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
Cấm xe giường nằm vào nội thành vào khung giờ từ 6h đến 22h là ổn rồi.,It is fine to ban sleepers from entering the inner city during the hours from 6am to 10pm.,'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
"Sinh viên, người dân có nhu cầu rất lớn đối với các loại xe giường nằm, nhất là dịp lễ, Tết.","Students and people have a great demand for sleeper cars, especially on holidays and Tet.",'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
Nếu cấm thì phải có phương án di chuyển thay thế cho khách hàng và nhà xe.,"If prohibited, there must be an alternative transportation plan for customers and the garage.",'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
TP HCM đang có 58 doanh nghiệp vận tải hành khách tuyến cố định với gần 1.600 xe.,"Ho Chi Minh City currently has 58 fixed-route passenger transport enterprises with nearly 1,600 vehicles.",'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
"Hồi tháng 3, ngành giao thông thành phố ghi nhận 60 địa điểm xe thường xuyên đón trả khách sai quy định.","In March, the city's transport industry recorded 60 places where cars regularly picked up and dropped off passengers in violation of regulations.",'Lãng phí nếu cấm hoàn toàn xe giường nằm vào nội đô TP HCM',05-23-23,https://vnexpress.net/lang-phi-neu-cam-hoan-toan-xe-giuong-nam-vao-noi-do-tp-hcm-4608556.html
